,DAY-MINUTE_OF_YEAR,EPAPA,EReHu,ESNDe,EWSWS,Edate,Edt,Etemp,Etime,LPAPA,LReHu,LSNDe,LWSWS,Ldate,Ldt,Ltemp,Ltime,dtEdt,dtLdt,inRange,inRange_dtEd,inRange_dtLd,pvE,pvL
1182,72.4097222222,1005.2,63.0,43.0,4.9,2013-03-13,2013-03-13 09:50,-8.9,09:50,1044.2,50.0,0.0,2.8,2015-03-13,2015-03-13 09:50,4.7,09:50,2013-03-13 09:50:00,2015-03-13 09:50:00,1.0,1.0,1.0,1191.0,1030.0
1183,72.4166666667,1005.3,62.0,44.0,4.2,2013-03-13,2013-03-13 10:00,-8.8,10:00,1044.1,49.0,0.0,3.1,2015-03-13,2015-03-13 10:00,4.6,10:00,2013-03-13 10:00:00,2015-03-13 10:00:00,1.0,1.0,1.0,1189.0,1008.0
1184,72.4236111111,1005.3,59.0,44.0,3.9,2013-03-13,2013-03-13 10:10,-8.6,10:10,1044.1,49.0,0.0,2.9,2015-03-13,2015-03-13 10:10,4.6,10:10,2013-03-13 10:10:00,2015-03-13 10:10:00,1.0,1.0,1.0,1199.0,1012.0
1186,72.4305555556,1005.3,59.0,44.0,4.5,2013-03-13,2013-03-13 10:20,-8.4,10:20,1044.0,47.0,0.0,3.9,2015-03-13,2015-03-13 10:20,5.0,10:20,2013-03-13 10:20:00,2015-03-13 10:20:00,1.0,1.0,1.0,1193.0,989.0
1188,72.4375,1005.4,59.0,44.0,5.6,2013-03-13,2013-03-13 10:30,-8.4,10:30,1044.0,45.0,0.0,3.3,2015-03-13,2015-03-13 10:30,5.0,10:30,2013-03-13 10:30:00,2015-03-13 10:30:00,1.0,1.0,1.0,1182.0,969.0
1190,72.4444444444,1005.4,58.0,44.0,5.3,2013-03-13,2013-03-13 10:40,-8.2,10:40,1044.0,45.0,0.0,3.8,2015-03-13,2015-03-13 10:40,5.5,10:40,2013-03-13 10:40:00,2015-03-13 10:40:00,1.0,1.0,1.0,1185.0,981.0
1192,72.4513888889,1005.4,58.0,44.0,5.1,2013-03-13,2013-03-13 10:50,-8.1,10:50,1043.9,43.0,0.0,3.7,2015-03-13,2015-03-13 10:50,5.4,10:50,2013-03-13 10:50:00,2015-03-13 10:50:00,1.0,1.0,1.0,1171.0,979.0
1194,72.4583333333,1005.5,57.0,44.0,4.3,2013-03-13,2013-03-13 11:00,-8.0,11:00,1043.9,44.0,0.0,2.8,2015-03-13,2015-03-13 11:00,5.6,11:00,2013-03-13 11:00:00,2015-03-13 11:00:00,1.0,1.0,1.0,1160.0,962.0
1196,72.4652777778,1005.5,56.0,44.0,4.5,2013-03-13,2013-03-13 11:10,-7.7,11:10,1043.7,42.0,0.0,3.0,2015-03-13,2015-03-13 11:10,5.6,11:10,2013-03-13 11:10:00,2015-03-13 11:10:00,1.0,1.0,1.0,1143.0,923.0
1198,72.4722222222,1005.6,50.0,44.0,4.6,2013-03-13,2013-03-13 11:20,-7.6,11:20,1043.7,38.0,0.0,3.4,2015-03-13,2015-03-13 11:20,6.0,11:20,2013-03-13 11:20:00,2015-03-13 11:20:00,1.0,1.0,1.0,1124.0,914.0
1200,72.4791666667,1005.6,49.0,44.0,5.6,2013-03-13,2013-03-13 11:30,-7.5,11:30,1043.7,36.0,0.0,3.2,2015-03-13,2015-03-13 11:30,5.9,11:30,2013-03-13 11:30:00,2015-03-13 11:30:00,1.0,1.0,1.0,1098.0,918.0
1202,72.4861111111,1005.7,51.0,43.0,4.5,2013-03-13,2013-03-13 11:40,-7.4,11:40,1043.6,37.0,0.0,3.6,2015-03-13,2015-03-13 11:40,6.0,11:40,2013-03-13 11:40:00,2015-03-13 11:40:00,1.0,1.0,1.0,1070.0,886.0
1204,72.4930555556,1005.7,52.0,44.0,4.6,2013-03-13,2013-03-13 11:50,-7.3,11:50,1043.5,36.0,0.0,3.3,2015-03-13,2015-03-13 11:50,6.1,11:50,2013-03-13 11:50:00,2015-03-13 11:50:00,1.0,1.0,1.0,1051.0,869.0
1206,72.5,1005.7,55.0,43.0,5.4,2013-03-13,2013-03-13 12:00,-7.3,12:00,1043.5,36.0,0.0,3.3,2015-03-13,2015-03-13 12:00,5.9,12:00,2013-03-13 12:00:00,2015-03-13 12:00:00,1.0,1.0,1.0,1015.0,843.0
1333,76.5,1024.5,54.0,44.0,3.8,2013-03-17,2013-03-17 12:00,0.1,12:00,1045.3,25.0,0.0,2.8,2015-03-17,2015-03-17 12:00,12.1,12:00,2013-03-17 12:00:00,2015-03-17 12:00:00,1.0,1.0,1.0,943.0,776.0
1696,99.3333333333,1016.4,35.0,33.0,1.2,2013-04-09,2013-04-09 08:00,0.3,08:00,1016.2,22.0,0.0,6.2,2014-04-09,2014-04-09 08:00,4.3,08:00,2013-04-09 08:00:00,2014-04-09 08:00:00,1.0,1.0,1.0,1044.0,1030.0
1697,99.3402777778,1016.5,33.0,33.0,0.9,2013-04-09,2013-04-09 08:10,0.4,08:10,1016.3,22.0,0.0,5.9,2014-04-09,2014-04-09 08:10,4.6,08:10,2013-04-09 08:10:00,2014-04-09 08:10:00,1.0,1.0,1.0,1058.0,1047.0
1708,99.4444444444,1016.7,29.0,33.0,2.4,2013-04-09,2013-04-09 10:40,2.6,10:40,1017.4,20.0,0.0,5.2,2014-04-09,2014-04-09 10:40,6.2,10:40,2013-04-09 10:40:00,2014-04-09 10:40:00,1.0,1.0,1.0,1127.0,1045.0
1709,99.4513888889,1016.8,32.0,33.0,2.8,2013-04-09,2013-04-09 10:50,2.6,10:50,1017.4,19.0,0.0,4.6,2014-04-09,2014-04-09 10:50,6.9,10:50,2013-04-09 10:50:00,2014-04-09 10:50:00,1.0,1.0,1.0,1111.0,1025.0
1710,99.4583333333,1016.8,31.0,33.0,2.6,2013-04-09,2013-04-09 11:00,2.3,11:00,1017.5,18.0,0.0,4.6,2014-04-09,2014-04-09 11:00,7.1,11:00,2013-04-09 11:00:00,2014-04-09 11:00:00,1.0,1.0,1.0,1095.0,1014.0
1711,99.4652777778,1016.8,32.0,33.0,3.0,2013-04-09,2013-04-09 11:10,2.7,11:10,1017.5,19.0,0.0,4.8,2014-04-09,2014-04-09 11:10,6.9,11:10,2013-04-09 11:10:00,2014-04-09 11:10:00,1.0,1.0,1.0,1075.0,991.0
1712,99.4722222222,1016.8,31.0,33.0,2.6,2013-04-09,2013-04-09 11:20,2.6,11:20,1017.5,18.0,0.0,4.6,2014-04-09,2014-04-09 11:20,7.2,11:20,2013-04-09 11:20:00,2014-04-09 11:20:00,1.0,1.0,1.0,1056.0,973.0
1713,99.4791666667,1016.8,31.0,33.0,3.1,2013-04-09,2013-04-09 11:30,2.3,11:30,1017.6,18.0,0.0,3.9,2014-04-09,2014-04-09 11:30,7.7,11:30,2013-04-09 11:30:00,2014-04-09 11:30:00,1.0,1.0,1.0,1034.0,953.0
1714,99.4861111111,1016.9,30.0,33.0,2.8,2013-04-09,2013-04-09 11:40,2.7,11:40,1017.4,17.0,0.0,4.8,2014-04-09,2014-04-09 11:40,7.7,11:40,2013-04-09 11:40:00,2014-04-09 11:40:00,1.0,1.0,1.0,1012.0,927.0
1715,99.4930555556,1016.9,29.0,33.0,2.9,2013-04-09,2013-04-09 11:50,2.9,11:50,1017.5,19.0,0.0,5.6,2014-04-09,2014-04-09 11:50,7.5,11:50,2013-04-09 11:50:00,2014-04-09 11:50:00,1.0,1.0,1.0,988.0,901.0
1716,99.5,1016.9,32.0,33.0,2.6,2013-04-09,2013-04-09 12:00,2.7,12:00,1017.5,20.0,0.0,4.2,2014-04-09,2014-04-09 12:00,7.5,12:00,2013-04-09 12:00:00,2014-04-09 12:00:00,1.0,1.0,1.0,956.0,888.0
1717,100.333333333,1020.2,,,,2013-04-10,2013-04-10 08:00,,08:00,1024.7,39.0,0.0,6.2,2014-04-10,2014-04-10 08:00,3.5,08:00,2013-04-10 08:00:00,2014-04-10 08:00:00,1.0,1.0,1.0,1030.0,1007.0
1718,100.340277778,1020.3,,,,2013-04-10,2013-04-10 08:10,,08:10,1024.7,37.0,0.0,5.6,2014-04-10,2014-04-10 08:10,3.8,08:10,2013-04-10 08:10:00,2014-04-10 08:10:00,1.0,1.0,1.0,1045.0,1024.0
1720,100.347222222,1020.3,,,,2013-04-10,2013-04-10 08:20,,08:20,1024.7,35.0,0.0,5.6,2014-04-10,2014-04-10 08:20,4.6,08:20,2013-04-10 08:20:00,2014-04-10 08:20:00,1.0,1.0,1.0,1053.0,1041.0
1722,100.354166667,1020.3,,,,2013-04-10,2013-04-10 08:30,,08:30,1024.7,34.0,0.0,5.5,2014-04-10,2014-04-10 08:30,4.5,08:30,2013-04-10 08:30:00,2014-04-10 08:30:00,1.0,1.0,1.0,1058.0,1058.0
1724,100.361111111,1020.3,,,,2013-04-10,2013-04-10 08:40,,08:40,1024.6,35.0,0.0,6.2,2014-04-10,2014-04-10 08:40,4.8,08:40,2013-04-10 08:40:00,2014-04-10 08:40:00,1.0,1.0,1.0,1084.0,1064.0
1726,100.368055556,1020.3,,,,2013-04-10,2013-04-10 08:50,,08:50,1024.6,35.0,0.0,5.6,2014-04-10,2014-04-10 08:50,5.1,08:50,2013-04-10 08:50:00,2014-04-10 08:50:00,1.0,1.0,1.0,1085.0,1070.0
1728,100.375,1020.2,,,,2013-04-10,2013-04-10 09:00,,09:00,1024.5,34.0,0.0,5.8,2014-04-10,2014-04-10 09:00,5.0,09:00,2013-04-10 09:00:00,2014-04-10 09:00:00,1.0,1.0,1.0,1090.0,1064.0
1883,121.333333333,1020.2,55.0,,6.4,2013-05-01,2013-05-01 08:00,5.7,08:00,1029.1,49.0,,2.4,2016-04-30,2016-04-30 08:00,11.2,08:00,2013-05-01 08:00:00,2016-04-30 08:00:00,1.0,1.0,1.0,1025.0,880.0
1884,121.340277778,1020.3,52.0,,5.6,2013-05-01,2013-05-01 08:10,5.8,08:10,1029.0,48.0,,2.5,2016-04-30,2016-04-30 08:10,11.3,08:10,2013-05-01 08:10:00,2016-04-30 08:10:00,1.0,1.0,1.0,1041.0,899.0
1885,121.347222222,1020.4,52.0,,5.6,2013-05-01,2013-05-01 08:20,6.3,08:20,1029.0,50.0,,2.9,2016-04-30,2016-04-30 08:20,11.5,08:20,2013-05-01 08:20:00,2016-04-30 08:20:00,1.0,1.0,1.0,1051.0,905.0
1886,121.354166667,1020.5,54.0,,6.8,2013-05-01,2013-05-01 08:30,5.8,08:30,1028.9,51.0,,2.6,2016-04-30,2016-04-30 08:30,11.3,08:30,2013-05-01 08:30:00,2016-04-30 08:30:00,1.0,1.0,1.0,1063.0,935.0
1887,121.361111111,1020.6,52.0,,5.2,2013-05-01,2013-05-01 08:40,6.4,08:40,1028.8,50.0,,2.7,2016-04-30,2016-04-30 08:40,11.8,08:40,2013-05-01 08:40:00,2016-04-30 08:40:00,1.0,1.0,1.0,1062.0,922.0
1888,121.368055556,1020.7,51.0,,4.3,2013-05-01,2013-05-01 08:50,7.1,08:50,1028.7,49.0,,2.9,2016-04-30,2016-04-30 08:50,12.0,08:50,2013-05-01 08:50:00,2016-04-30 08:50:00,1.0,1.0,1.0,1071.0,906.0
1889,121.375,1020.8,55.0,,5.0,2013-05-01,2013-05-01 09:00,6.3,09:00,1028.7,49.0,,3.0,2016-04-30,2016-04-30 09:00,12.7,09:00,2013-05-01 09:00:00,2016-04-30 09:00:00,1.0,1.0,1.0,1102.0,886.0
1890,121.381944444,1020.8,56.0,,6.3,2013-05-01,2013-05-01 09:10,5.7,09:10,1028.6,47.0,,2.5,2016-04-30,2016-04-30 09:10,12.4,09:10,2013-05-01 09:10:00,2016-04-30 09:10:00,1.0,1.0,1.0,1112.0,934.0
1891,121.388888889,1021.1,57.0,,5.1,2013-05-01,2013-05-01 09:20,6.2,09:20,1028.5,47.0,,2.6,2016-04-30,2016-04-30 09:20,12.4,09:20,2013-05-01 09:20:00,2016-04-30 09:20:00,1.0,1.0,1.0,1117.0,909.0
1892,121.395833333,1021.2,58.0,,6.1,2013-05-01,2013-05-01 09:30,6.0,09:30,1028.4,44.0,,3.0,2016-04-30,2016-04-30 09:30,13.0,09:30,2013-05-01 09:30:00,2016-04-30 09:30:00,1.0,1.0,1.0,1118.0,908.0
1893,121.402777778,1021.3,60.0,,6.6,2013-05-01,2013-05-01 09:40,5.6,09:40,1028.4,46.0,,3.2,2016-04-30,2016-04-30 09:40,12.3,09:40,2013-05-01 09:40:00,2016-04-30 09:40:00,1.0,1.0,1.0,1120.0,938.0
1894,121.409722222,1021.4,57.0,,6.1,2013-05-01,2013-05-01 09:50,5.7,09:50,1028.3,49.0,,3.9,2016-04-30,2016-04-30 09:50,12.6,09:50,2013-05-01 09:50:00,2016-04-30 09:50:00,1.0,1.0,1.0,1119.0,978.0
1895,121.416666667,1021.5,59.0,,6.3,2013-05-01,2013-05-01 10:00,5.6,10:00,1028.3,50.0,,4.1,2016-04-30,2016-04-30 10:00,12.1,10:00,2013-05-01 10:00:00,2016-04-30 10:00:00,1.0,1.0,1.0,1117.0,966.0
1896,121.423611111,1021.7,60.0,,6.4,2013-05-01,2013-05-01 10:10,5.4,10:10,1028.3,51.0,,4.3,2016-04-30,2016-04-30 10:10,12.4,10:10,2013-05-01 10:10:00,2016-04-30 10:10:00,1.0,1.0,1.0,1111.0,948.0
1897,121.430555556,1021.9,60.0,,5.7,2013-05-01,2013-05-01 10:20,5.8,10:20,1028.3,50.0,,4.9,2016-04-30,2016-04-30 10:20,12.4,10:20,2013-05-01 10:20:00,2016-04-30 10:20:00,1.0,1.0,1.0,1098.0,939.0
1898,121.4375,1021.9,59.0,,5.7,2013-05-01,2013-05-01 10:30,5.5,10:30,1028.2,50.0,,4.8,2016-04-30,2016-04-30 10:30,12.1,10:30,2013-05-01 10:30:00,2016-04-30 10:30:00,1.0,1.0,1.0,1095.0,931.0
1899,121.444444444,1022.0,58.0,,6.1,2013-05-01,2013-05-01 10:40,5.6,10:40,1028.2,50.0,,4.4,2016-04-30,2016-04-30 10:40,12.3,10:40,2013-05-01 10:40:00,2016-04-30 10:40:00,1.0,1.0,1.0,1074.0,910.0
1900,121.451388889,1021.9,56.0,,6.1,2013-05-01,2013-05-01 10:50,5.7,10:50,1028.2,51.0,,5.3,2016-04-30,2016-04-30 10:50,12.2,10:50,2013-05-01 10:50:00,2016-04-30 10:50:00,1.0,1.0,1.0,1056.0,920.0
1901,121.458333333,1022.0,56.0,,6.2,2013-05-01,2013-05-01 11:00,5.7,11:00,1028.2,51.0,,4.8,2016-04-30,2016-04-30 11:00,11.9,11:00,2013-05-01 11:00:00,2016-04-30 11:00:00,1.0,1.0,1.0,1041.0,910.0
1902,121.465277778,1022.1,55.0,,6.0,2013-05-01,2013-05-01 11:10,6.0,11:10,1028.2,50.0,,4.5,2016-04-30,2016-04-30 11:10,12.4,11:10,2013-05-01 11:10:00,2016-04-30 11:10:00,1.0,1.0,1.0,1022.0,864.0
1903,121.472222222,1022.2,54.0,,5.9,2013-05-01,2013-05-01 11:20,6.6,11:20,1028.2,51.0,,4.7,2016-04-30,2016-04-30 11:20,12.1,11:20,2013-05-01 11:20:00,2016-04-30 11:20:00,1.0,1.0,1.0,1003.0,865.0
1904,121.479166667,1022.3,51.0,,5.3,2013-05-01,2013-05-01 11:30,6.0,11:30,1028.1,50.0,,4.1,2016-04-30,2016-04-30 11:30,12.3,11:30,2013-05-01 11:30:00,2016-04-30 11:30:00,1.0,1.0,1.0,984.0,856.0
1905,121.486111111,1022.4,51.0,,5.8,2013-05-01,2013-05-01 11:40,6.1,11:40,1028.0,49.0,,4.3,2016-04-30,2016-04-30 11:40,12.7,11:40,2013-05-01 11:40:00,2016-04-30 11:40:00,1.0,1.0,1.0,962.0,833.0
1906,121.493055556,1022.4,47.0,,5.5,2013-05-01,2013-05-01 11:50,6.1,11:50,1028.1,51.0,,5.2,2016-04-30,2016-04-30 11:50,12.5,11:50,2013-05-01 11:50:00,2016-04-30 11:50:00,1.0,1.0,1.0,933.0,816.0
1907,121.5,1022.5,47.0,,5.9,2013-05-01,2013-05-01 12:00,6.1,12:00,1028.1,51.0,,4.6,2016-04-30,2016-04-30 12:00,12.9,12:00,2013-05-01 12:00:00,2016-04-30 12:00:00,1.0,1.0,1.0,907.0,787.0
2618,75.3333333333,1050.4,52.0,0.0,2.0,2015-03-16,2015-03-16 08:00,2.9,08:00,1008.0,67.0,0.0,5.7,2017-03-16,2017-03-16 08:00,3.3,08:00,2015-03-16 08:00:00,2017-03-16 08:00:00,1.0,1.0,1.0,864.0,
2619,75.3402777778,1050.5,51.0,0.0,2.1,2015-03-16,2015-03-16 08:10,3.5,08:10,1007.9,67.0,0.0,5.6,2017-03-16,2017-03-16 08:10,3.4,08:10,2015-03-16 08:10:00,2017-03-16 08:10:00,1.0,1.0,1.0,875.0,975.0
2620,75.3472222222,1050.5,50.0,0.0,2.5,2015-03-16,2015-03-16 08:20,3.6,08:20,1008.1,66.0,0.0,4.7,2017-03-16,2017-03-16 08:20,3.6,08:20,2015-03-16 08:20:00,2017-03-16 08:20:00,1.0,1.0,1.0,892.0,991.0
2621,75.3541666667,1050.5,49.0,0.0,2.3,2015-03-16,2015-03-16 08:30,4.3,08:30,1008.1,64.0,0.0,5.6,2017-03-16,2017-03-16 08:30,3.7,08:30,2015-03-16 08:30:00,2017-03-16 08:30:00,1.0,1.0,1.0,917.0,1000.0
2622,75.3611111111,1050.5,47.0,0.0,2.5,2015-03-16,2015-03-16 08:40,4.6,08:40,1008.1,64.0,0.0,4.6,2017-03-16,2017-03-16 08:40,3.8,08:40,2015-03-16 08:40:00,2017-03-16 08:40:00,1.0,1.0,1.0,918.0,1020.0
2623,75.3680555556,1050.6,46.0,0.0,2.7,2015-03-16,2015-03-16 08:50,5.0,08:50,1008.2,63.0,0.0,5.1,2017-03-16,2017-03-16 08:50,3.9,08:50,2015-03-16 08:50:00,2017-03-16 08:50:00,1.0,1.0,1.0,929.0,1021.0
2624,75.375,1050.5,44.0,0.0,2.2,2015-03-16,2015-03-16 09:00,5.3,09:00,1008.2,63.0,0.0,5.2,2017-03-16,2017-03-16 09:00,4.0,09:00,2015-03-16 09:00:00,2017-03-16 09:00:00,1.0,1.0,1.0,925.0,1049.0
2625,75.3819444444,1050.5,42.0,0.0,2.6,2015-03-16,2015-03-16 09:10,6.2,09:10,1008.3,61.0,0.0,5.8,2017-03-16,2017-03-16 09:10,4.0,09:10,2015-03-16 09:10:00,2017-03-16 09:10:00,1.0,1.0,1.0,933.0,1037.0
2626,75.3888888889,1050.4,40.0,0.0,2.3,2015-03-16,2015-03-16 09:20,6.6,09:20,1008.3,61.0,0.0,5.3,2017-03-16,2017-03-16 09:20,4.1,09:20,2015-03-16 09:20:00,2017-03-16 09:20:00,1.0,1.0,1.0,931.0,1025.0
2627,75.3958333333,1050.4,36.0,0.0,2.6,2015-03-16,2015-03-16 09:30,7.3,09:30,1008.5,60.0,0.0,6.2,2017-03-16,2017-03-16 09:30,4.0,09:30,2015-03-16 09:30:00,2017-03-16 09:30:00,1.0,1.0,1.0,950.0,1050.0
2628,75.4027777778,1050.3,36.0,0.0,2.8,2015-03-16,2015-03-16 09:40,7.7,09:40,1008.6,60.0,0.0,6.5,2017-03-16,2017-03-16 09:40,3.9,09:40,2015-03-16 09:40:00,2017-03-16 09:40:00,1.0,1.0,1.0,957.0,1047.0
2629,75.4097222222,1050.3,34.0,0.0,2.1,2015-03-16,2015-03-16 09:50,8.3,09:50,1008.7,60.0,0.0,5.8,2017-03-16,2017-03-16 09:50,4.2,09:50,2015-03-16 09:50:00,2017-03-16 09:50:00,1.0,1.0,1.0,945.0,1058.0
2630,75.4166666667,1050.3,32.0,0.0,3.0,2015-03-16,2015-03-16 10:00,8.5,10:00,1008.8,60.0,0.0,4.7,2017-03-16,2017-03-16 10:00,4.4,10:00,2015-03-16 10:00:00,2017-03-16 10:00:00,1.0,1.0,1.0,954.0,1064.0
2631,75.4236111111,1050.3,32.0,0.0,3.0,2015-03-16,2015-03-16 10:10,8.4,10:10,1008.8,65.0,0.0,3.9,2017-03-16,2017-03-16 10:10,4.3,10:10,2015-03-16 10:10:00,2017-03-16 10:10:00,1.0,1.0,1.0,954.0,1057.0
2632,75.4305555556,1050.3,33.0,0.0,2.9,2015-03-16,2015-03-16 10:20,8.8,10:20,1008.7,67.0,0.0,3.6,2017-03-16,2017-03-16 10:20,4.4,10:20,2015-03-16 10:20:00,2017-03-16 10:20:00,1.0,1.0,1.0,946.0,1055.0
2633,75.4375,1050.3,32.0,0.0,3.0,2015-03-16,2015-03-16 10:30,9.1,10:30,1008.8,65.0,0.0,3.5,2017-03-16,2017-03-16 10:30,4.5,10:30,2015-03-16 10:30:00,2017-03-16 10:30:00,1.0,1.0,1.0,923.0,
2634,75.4444444444,1050.2,31.0,0.0,2.9,2015-03-16,2015-03-16 10:40,9.4,10:40,1008.8,63.0,0.0,3.4,2017-03-16,2017-03-16 10:40,4.5,10:40,2015-03-16 10:40:00,2017-03-16 10:40:00,1.0,1.0,1.0,929.0,1032.0
2635,75.4513888889,1050.1,31.0,0.0,2.8,2015-03-16,2015-03-16 10:50,9.7,10:50,1008.8,67.0,0.0,3.9,2017-03-16,2017-03-16 10:50,4.3,10:50,2015-03-16 10:50:00,2017-03-16 10:50:00,1.0,1.0,1.0,925.0,1016.0
2636,75.4652777778,1050.1,30.0,0.0,2.8,2015-03-16,2015-03-16 11:10,10.5,11:10,1008.8,67.0,0.0,4.0,2017-03-16,2017-03-16 11:10,4.3,11:10,2015-03-16 11:10:00,2017-03-16 11:10:00,1.0,1.0,1.0,902.0,996.0
2637,75.4722222222,1050.1,27.0,0.0,4.0,2015-03-16,2015-03-16 11:20,10.7,11:20,1008.9,69.0,0.0,4.4,2017-03-16,2017-03-16 11:20,4.0,11:20,2015-03-16 11:20:00,2017-03-16 11:20:00,1.0,1.0,1.0,888.0,976.0
2638,75.4791666667,1050.0,27.0,0.0,4.3,2015-03-16,2015-03-16 11:30,10.8,11:30,1008.8,69.0,0.0,4.8,2017-03-16,2017-03-16 11:30,3.9,11:30,2015-03-16 11:30:00,2017-03-16 11:30:00,1.0,1.0,1.0,860.0,
2639,75.4861111111,1050.0,27.0,0.0,3.7,2015-03-16,2015-03-16 11:40,11.0,11:40,1009.0,69.0,0.0,5.4,2017-03-16,2017-03-16 11:40,3.9,11:40,2015-03-16 11:40:00,2017-03-16 11:40:00,1.0,1.0,1.0,860.0,935.0
2640,75.4930555556,1049.9,25.0,0.0,3.9,2015-03-16,2015-03-16 11:50,11.4,11:50,1009.1,70.0,0.0,4.8,2017-03-16,2017-03-16 11:50,3.9,11:50,2015-03-16 11:50:00,2017-03-16 11:50:00,1.0,1.0,1.0,824.0,906.0
2641,75.5,1049.8,25.0,0.0,4.2,2015-03-16,2015-03-16 12:00,11.5,12:00,1009.1,70.0,0.0,5.0,2017-03-16,2017-03-16 12:00,4.0,12:00,2015-03-16 12:00:00,2017-03-16 12:00:00,1.0,1.0,1.0,798.0,
